latitude,longitude,datetime
84.70560,137.10301,2019-10-10 02:00:00
84.70594,137.09601,2019-10-10 02:10:00
84.70629,137.08896,2019-10-10 02:20:00
84.70665,137.08194,2019-10-10 02:30:00
84.70702,137.07489,2019-10-10 02:40:00
84.70739,137.06781,2019-10-10 02:50:00
84.70777,137.06071,2019-10-10 03:00:00
84.70815,137.05370,2019-10-10 03:10:00
84.70853,137.04663,2019-10-10 03:20:00
84.70890,137.03967,2019-10-10 03:30:00
84.70927,137.03279,2019-10-10 03:40:00
84.70966,137.02562,2019-10-10 03:50:00
84.71000,137.01929,2019-10-10 04:00:00
84.71035,137.01265,2019-10-10 04:10:00
84.71069,137.00623,2019-10-10 04:20:00
84.71103,136.99988,2019-10-10 04:30:00
84.71136,136.99368,2019-10-10 04:40:00
84.71165,136.98763,2019-10-10 04:50:00
84.71192,136.98177,2019-10-10 05:00:00
84.71217,136.97591,2019-10-10 05:10:00
84.71239,136.97031,2019-10-10 05:20:00
84.71259,136.96478,2019-10-10 05:30:00
84.71275,136.95949,2019-10-10 05:40:00
84.71291,136.95436,2019-10-10 05:50:00
84.71306,136.94910,2019-10-10 06:01:00
84.71317,136.94429,2019-10-10 06:10:00
84.71326,136.93933,2019-10-10 06:20:00
84.71334,136.93445,2019-10-10 06:30:00
84.71339,136.92966,2019-10-10 06:40:00
84.71342,136.92505,2019-10-10 06:50:00
84.71342,136.92065,2019-10-10 07:00:00
84.71339,136.91670,2019-10-10 07:10:00
84.71335,136.91302,2019-10-10 07:20:00
84.71329,136.90956,2019-10-10 07:30:00
84.71320,136.90630,2019-10-10 07:40:00
84.71310,136.90311,2019-10-10 07:50:00
84.71299,136.90002,2019-10-10 08:00:00
84.71284,136.89693,2019-10-10 08:10:00
84.71271,136.89368,2019-10-10 08:20:00
84.71256,136.89047,2019-10-10 08:30:00
84.71242,136.88712,2019-10-10 08:40:00
84.71228,136.88396,2019-10-10 08:50:00
84.71208,136.87999,2019-10-10 09:00:00
84.71191,136.87653,2019-10-10 09:10:00
84.71162,136.87181,2019-10-10 09:21:00
84.71140,136.86829,2019-10-10 09:30:00
84.71118,136.86449,2019-10-10 09:40:00
84.71091,136.86058,2019-10-10 09:50:00
84.71065,136.85648,2019-10-10 10:00:00
84.71038,136.85231,2019-10-10 10:10:00
84.71011,136.84802,2019-10-10 10:20:00
84.70985,136.84363,2019-10-10 10:30:00
84.70958,136.83922,2019-10-10 10:40:00
84.70932,136.83467,2019-10-10 10:50:00
84.70905,136.83011,2019-10-10 11:00:00
84.70879,136.82556,2019-10-10 11:10:00
84.70853,136.82101,2019-10-10 11:20:00
84.70828,136.81653,2019-10-10 11:30:00
84.70804,136.81200,2019-10-10 11:40:00
84.70779,136.80769,2019-10-10 11:50:00
84.70757,136.80309,2019-10-10 12:01:00
84.70735,136.79903,2019-10-10 12:10:00
84.70713,136.79492,2019-10-10 12:20:00
84.70691,136.79094,2019-10-10 12:30:00
84.70670,136.78706,2019-10-10 12:40:00
84.70649,136.78322,2019-10-10 12:50:00
84.70629,136.77946,2019-10-10 13:00:00
84.70608,136.77585,2019-10-10 13:10:00
84.70588,136.77234,2019-10-10 13:20:00
84.70569,136.76889,2019-10-10 13:30:00
84.70550,136.76564,2019-10-10 13:40:00
84.70531,136.76251,2019-10-10 13:50:00
84.70512,136.75966,2019-10-10 14:00:00
84.70494,136.75693,2019-10-10 14:10:00
84.70477,136.75446,2019-10-10 14:20:00
84.70459,136.75218,2019-10-10 14:30:00
84.70443,136.75023,2019-10-10 14:40:00
84.70428,136.74844,2019-10-10 14:50:00
84.70412,136.74696,2019-10-10 15:00:00
84.70396,136.74568,2019-10-10 15:10:00
84.70380,136.74481,2019-10-10 15:20:00
84.70364,136.74374,2019-10-10 15:30:00
84.70349,136.74319,2019-10-10 15:40:00
84.70334,136.74283,2019-10-10 15:50:00
84.70317,136.74275,2019-10-10 16:00:00
84.70300,136.74292,2019-10-10 16:10:00
84.70284,136.74327,2019-10-10 16:20:00
84.70269,136.74396,2019-10-10 16:30:00
84.70253,136.74480,2019-10-10 16:40:00
84.70235,136.74593,2019-10-10 16:50:00
